Aerofoil3
1.000000000000000000e+00 0.000000000000000000e+00
9.757542486307654306e-01 5.159100180200499285e-03
9.514914372186094038e-01 1.074603930088909552e-02
9.272019672553472036e-01 1.667304163704710560e-02
9.028833853340382243e-01 2.285370315995206153e-02
8.785393833609725922e-01 2.920422302799951034e-02
8.541788957558850148e-01 3.564440776902453450e-02
8.298152869457271485e-01 4.209847180325813204e-02
8.054656227545785585e-01 4.849565635619517562e-02
7.811500195828557924e-01 5.477068727669830162e-02
7.568910655528442444e-01 6.086409080635478419e-02
7.327133080747078031e-01 6.672238494018029042e-02
7.086428025576634315e-01 7.229816267497497784e-02
6.847067172548145786e-01 7.755008215870942689e-02
6.609329894874093059e-01 8.244277753101199313e-02
6.373500287448882196e-01 8.694670307986726576e-02
6.139864624011319716e-01 9.103792223177185894e-02
5.908709200248356552e-01 9.469785184056714322e-02
5.680318524928631430e-01 9.791297124271451657e-02
5.454973823399077437e-01 1.006745046026512325e-01
5.232951819957096795e-01 1.029780841797866414e-01
5.014523767725973524e-01 1.048234013074351018e-01
4.799954696711400959e-01 1.062138510822505377e-01
4.589502852703107871e-01 1.071561760192857038e-01
4.383419301607941465e-01 1.076601132313872444e-01
4.181947675658828634e-01 1.077380490409827613e-01
3.985324039738994406e-01 1.074046843261839690e-01
3.793776857792051094e-01 1.066767133402354434e-01
3.607527040956980402e-01 1.055725182224478559e-01
3.426788060672267267e-01 1.041118809385867261e-01
3.251766111536092407e-01 1.023157139480040806e-01
3.082660310189715425e-01 1.002058104923268383e-01
2.919662917909066069e-01 9.780461503500648135e-02
2.762959575945400648e-01 9.513501405121567445e-02
2.612729543949974254e-01 9.222014707221139196e-02
2.469145933050177488e-01 8.908323762609020313e-02
2.332375926315661818e-01 8.574744348659918414e-02
2.202580980462836291e-01 8.223572544206041168e-02
2.079917003695316291e-01 7.857073362628180790e-02
1.964534505566037370e-01 7.477471031127544410e-02
1.856578715674643831e-01 7.086940794645305020e-02
1.756189668881280863e-01 6.687602113944510207e-02
1.663502255525440288e-01 6.281513120854015364e-02
1.578646235886155824e-01 5.870666189470318680e-02
1.501746218807866740e-01 5.456984480095388584e-02
1.432921605045054114e-01 5.042319312730271508e-02
1.372286496448139603e-01 4.628448228919942314e-02
1.319949572623767831e-01 4.217073604528388808e-02
1.276013937154412969e-01 3.809821681488975015e-02
1.240576935855608742e-01 3.408241893597264288e-02
1.213729949884110454e-01 3.013806369866108004e-02
1.195558166787307752e-01 2.627909508720111323e-02
1.186140332803389957e-01 2.251867527242879322e-02
1.185548489883220119e-01 1.886917901679083243e-02
1.193847701009072143e-01 1.534218628309930166e-02
1.211095767432281006e-01 1.194847247537580114e-02
1.237342941441877814e-01 8.697995884069057576e-03
1.272631638209512084e-01 5.599882057352576284e-03
1.316996150132705712e-01 2.662404973866010997e-03
1.370462366918909214e-01 -1.070349510968500862e-04
1.433047504417202800e-01 -2.701935835595523257e-03
1.504759844912983424e-01 -5.116721928069308326e-03
1.585598491253838727e-01 -7.346773324185263722e-03
1.675553136772278684e-01 -9.388457140346686755e-03
1.774603852513248203e-01 -1.123915932804963810e-02
1.882720892761636233e-01 -1.289731616519858466e-02
1.999864519297533116e-01 -1.436244431824555516e-02
2.125984844184983236e-01 -1.563516823386167445e-02
2.261021690223703473e-01 -1.671724349204216711e-02
2.404904467462797291e-01 -1.761157463534515979e-02
2.557552063391285158e-01 -1.832222588262960583e-02
2.718872743582295692e-01 -1.885442304144651152e-02
2.888764058676482338e-01 -1.921454485240875823e-02
3.067112752645640428e-01 -1.941010193267745168e-02
3.253794666279961612e-01 -1.944970143541434326e-02
3.448674628792125496e-01 -1.934299550891996344e-02
3.651606329328458966e-01 -1.910061162446355376e-02
3.862432159022384237e-01 -1.873406284677245695e-02
4.080983013017926986e-01 -1.825563614704369883e-02
4.307078040632058569e-01 -1.767825690642799152e-02
4.540524330513712736e-01 -1.701532782947398625e-02
4.781116516295101926e-01 -1.628054058326788844e-02
5.028636286817498302e-01 -1.548765860021803636e-02
5.282851783549065150e-01 -1.465026963187516032e-02
5.543516866297218959e-01 -1.378150681910405607e-02
5.810370226752002987e-01 -1.289373725159187987e-02
6.083134327780930217e-01 -1.199821722834808722e-02
6.361514144729418785e-01 -1.110471370178181365e-02
6.645195683264731867e-01 -1.022109169239237766e-02
6.933844246535590949e-01 -9.352867800334481799e-03
7.227102422604168019e-01 -8.502730315382912504e-03
7.524587761242813588e-01 -7.670026839377586461e-03
7.825890107274102725e-01 -6.850220786339827200e-03
8.130568555670624198e-01 -6.034318616371359655e-03
8.438147991619923127e-01 -5.208270191438072079e-03
8.748115176700669293e-01 -4.352345215460017534e-03
9.059914340208923278e-01 -3.440489339034487250e-03
9.372942232517791350e-01 -2.439664171870729696e-03
9.686542595150952062e-01 -1.309176154869726855e-03
1.000000000000000000e+00 0.000000000000000000e+00
